DOI,title,authors,year,scholar_cluster_id,chemrxiv_id,source_orcids,author_overlap_count
10.26434/CHEMRXIV-2021-L2ZD5-V3,Identifying signatures of proteolyticstability and monomeric propensity inO-glycosylated insulin using molecularsimulation,Wei-Tse Hsu; Dominique Ramirez; Tarek Sammakia; Zhongping Tan; Michael Shirts,2022,,,0000-0003-3249-1097,0
10.26434/CHEMRXIV-2022-77NW2,Obtaining and characterizing stable bicontinuous cubic morphologies and their nanochannels in lyotropic liquid crystal membranes,Subin Sahu; Nathanael Schwindt; Benjamin Coscia; Michael Shirts,2022,,,0000-0003-3249-1097,0
10.26434/CHEMRXIV-2022-7BMZV,Using physical property surrogate models to perform multi-fidelity global optimization of force field parameters,Owen Madin; Michael Shirts,2022,,,0000-0003-3249-1097,0
10.26434/CHEMRXIV-2022-7BMZV-V2,Using physical property surrogate models to perform multi-fidelity global optimization of force field parameters,Owen Madin; Michael Shirts,2022,,,0000-0003-3249-1097,0
10.26434/CHEMRXIV-2021-HSF8L,Exploration and Validation of Force Field Design Protocols through QM-to-MM Mapping,Chris Ringrose; Joshua Horton; Lee-Ping Wang; Daniel Cole,2021,,,0000-0003-2933-0719,0
10.26434/CHEMRXIV.13116878.V2,Implementation of the QUBE Force Field in SOMD for High-Throughput Alchemical Free Energy Calculations,Lauren Nelson; Sofia Bariami; Chris Ringrose; Joshua Horton; Vadiraj Kurdekar; Antonia Mey; Julien Michel; Daniel Cole,2021,,,0000-0003-2933-0719,0
10.26434/CHEMRXIV.13688050.V1,Modelling Molecular Emitters in Organic Light Emitting Diodes with the Quantum Mechanical Bespoke Force Field,Lupeng Yang; Joshua Horton; Michael C. Payne; Thomas Penfold; Daniel Cole,2021,,,0000-0003-2933-0719,0
10.26434/CHEMRXIV.14461962.V1,"Evaluation of Log P, pKa and Log D Predictions from the SAMPL7 Blind Challenge",Teresa Danielle Bergazin; Nicolas Tielker; Yingying Zhang; Junjun Mao; Marilyn R. Gunner; karol francisco; Carlo Ballatore; Stefan Kast; David Mobley,2021,,,0000-0002-1083-5533,0
10.26434/CHEMRXIV.13225181.V2,Challenges Encountered Applying Equilibrium and Non-Equilibrium Binding Free Energy Calculations,Hannah Baumann; Vytautas Gapsys; Bert L. de Groot; David Mobley,2021,,,0000-0002-1083-5533,0
10.1007/S10822-020-00350-W,Experimental characterization of the association of β-cyclodextrin and eight novel cyclodextrin derivatives with two guest compounds,K. Kellett; D. R. Slochower; M. Schauperl; B. M. Duggan; M. K. Gilson,2021,,,0000-0002-3375-1738,0
10.1093/NAR/GKAA546,Analysis of a preQ1-I riboswitch in effector-free and bound states reveals a metabolite-programmed nucleobase-stacking spine that controls gene regulation,Griffin M Schroeder; Debapratim Dutta; Chapin E Cavender; Jermaine L Jenkins; Elizabeth M Pritchett; Cameron D Baker; John M Ashton; David H Mathews; Joseph E Wedekind,2020,,,0000-0002-5899-7953,0
10.26434/CHEMRXIV.13116878.V1,Implementation of the QUBE Force Field for High-Throughput Alchemical Free Energy Calculations,Lauren Nelson; Sofia Bariami; Chris Ringrose; Joshua Horton; Vadiraj Kurdekar; Antonia Mey; Julien Michel; Daniel Cole,2020,,,0000-0003-2933-0719,0
10.26434/CHEMRXIV.12768353.V2,SAMPL7 Host-Guest Challenge Overview: Assessing the reliability of polarizable and non-polarizable methods for binding free energy calculations,Martin Amezcua; Léa El Khoury; David Mobley,2020,,,0000-0002-1083-5533,0
10.26434/CHEMRXIV.13225181.V1,Challenges Encountered Applying Equilibrium and Non-Equilibrium Binding Free Energy Calculations,Hannah Baumann; Vytautas Gapsys; Bert L. de Groot; David Mobley,2020,,,0000-0002-1083-5533,0
10.26434/CHEMRXIV.12670676.V2,Reversibly Sampling Conformations and Binding Modes Using Molecular Darting,Samuel C. Gill; David Mobley,2020,,,0000-0002-1083-5533,0
10.1101/2020.08.27.270934,Capturing non-local through-bond effects in molecular mechanics force fields I: Fragmenting molecules for quantum chemical torsion scans [Article v1.1],Chaya D Stern; Christopher I Bayly; Daniel G A Smith; Josh Fass; Lee-Ping Wang; David L Mobley; John D Chodera,2020,,,0000-0002-1083-5533,0
10.26434/CHEMRXIV.12846602.V1,Improving Small Molecule Force Fields by Identifying and Characterizing Small Molecules with Inconsistent Parameters,Jordan Ehrman; Victoria T. Lim; Caitlin C. Bannan; Nam Thi; Daisy Kyu; David Mobley,2020,,,0000-0002-1083-5533; 0000-0002-1083-5533,0
10.26434/CHEMRXIV.12846602,Improving Small Molecule Force Fields by Identifying and Characterizing Small Molecules with Inconsistent Parameters,Jordan Ehrman; Victoria T. Lim; Caitlin C. Bannan; Nam Thi; Daisy Kyu; David Mobley,2020,,,0000-0002-1083-5533,0
10.26434/CHEMRXIV.12551867.V2,Benchmark Assessment of Molecular Geometries and Energies from Small Molecule Force Fields,Victoria T. Lim; David F. Hahn; Gary Tresadern; Christopher I. Bayly; David Mobley,2020,,,0000-0002-1083-5533,0
10.26434/CHEMRXIV.12551867,Benchmark Assessment of Molecular Geometries and Energies from Small Molecule Force Fields,Victoria T. Lim; David F. Hahn; Gary Tresadern; Christopher I. Bayly; David Mobley,2020,,,0000-0002-1083-5533,0
10.26434/CHEMRXIV.12768353.V1,SAMPL7 Challenge Overview: Assessing the Reliability of Polarizable and Non-Polarizable Methods for Host-Guest Binding Free Energy Calculations,Martin Amezcua; David Mobley,2020,,,0000-0002-1083-5533,0
10.26434/CHEMRXIV.12670676.V1,Reversibly Sampling Conformations and Binding Modes Using Molecular Darting,Samuel C. Gill; David Mobley,2020,,,0000-0002-1083-5533,0
10.1038/S42004-020-00395-W,Data-driven analysis of the number of Lennard–Jones types needed in a force field,Michael Schauperl; Sophie M Kantonen; Lee-Ping Wang; Michael K Gilson,2020,,,0000-0002-3375-1738,0
10.26434/CHEMRXIV.12339317.V1,Data-driven analysis of the number of Lennard-Jones types needed in a force field,Michael Schauperl; Sophie Kantonen; Lee-Ping Wang; Michael Gilson,2020,,,0000-0002-3375-1738,0
10.1007/S42979-020-0081-1,Adaptive Ensemble Biomolecular Applications at Scale,Vivek Balasubramanian; Travis Jensen; Matteo Turilli; Peter Kasson; Michael Shirts; Shantenu Jha,2020,,,0000-0003-3249-1097,0
10.26434/CHEMRXIV.9956201.V1,Modelling Flexible Protein-Ligand Binding in p38α MAP Kinase using the QUBE Force Field,Joshua Horton; Alice Allen; Daniel Cole,2019,,,0000-0003-2933-0719,0
10.26434/CHEMRXIV.7679798.V2,A Machine Learning Based Intramolecular Potential for a Flexible Organic Molecule,Daniel Cole; Letif Mones; Gábor Csányi,2019,,,0000-0003-2933-0719,0
10.4155/FMC-2019-0196,The Future of Force Fields in Computer-Aided Drug Design,Daniel J Cole; Joshua T Horton; Lauren Nelson; Vadiraj Kurdekar,2019,,,0000-0003-2933-0719,0
10.26434/CHEMRXIV.7565222.V3,Development and Validation of the QUBE Protein Force Field,Alice Allen; Michael J. Robertson; Michael C. Payne; Daniel Cole,2019,,,0000-0003-2933-0719,0
10.26434/CHEMRXIV.7565222.V2,Development and Validation of the QUBE Protein Force Field,Alice Allen; Michael J. Robertson; Michael C. Payne; Daniel Cole,2019,,,0000-0003-2933-0719,0
10.26434/CHEMRXIV.7247045.V2,QUBEKit: Automating the Derivation of Force Field Parameters from Quantum Mechanics,Joshua Horton; Alice Allen; Leela Dodda; Daniel Cole,2019,,,0000-0003-2933-0719,0
10.26434/CHEMRXIV.7679798.V1,A Machine Learning Based Intramolecular Potential for a Flexible Organic Molecule,Daniel Cole; Letif Mones; Gábor Csányi,2019,,,0000-0003-2933-0719,0
10.26434/CHEMRXIV.7565222.V1,Introducing QUBE: Quantum Mechanical Bespoke Force Fields for Protein Simulations,Alice Allen; Michael J. Robertson; Michael C. Payne; Daniel Cole,2019,,,0000-0003-2933-0719,0
10.26434/CHEMRXIV.10003412.V1,Sampling Conformational Changes of Bound Ligands Using Nonequilibrium Candidate Monte Carlo,Sukanya Sasmal; Samuel C. Gill; Nathan M. Lim; David Mobley,2019,,,0000-0002-1083-5533,0
10.26434/CHEMRXIV.8259074.V2,D3R Grand Challenge 4: Ligand Similarity and MM-GBSA-Based Pose Prediction and Affinity Ranking for BACE-1 Inhibitors,Sukanya Sasmal; Léa El Khoury; David Mobley,2019,,,0000-0002-1083-5533,0
10.26434/CHEMRXIV.8309690.V1,Comparison of Ligand Affinity Ranking Using AutoDock-GPU and MM-GBSA Scores in the D3R Grand Challenge 4,Léa El Khoury; Diogo Santos-Martins; Sukanya Sasmal; Jérome Eberhardt; Giulia Bianco; Francesca Alessandra Ambrosio; Leonardo Solis-Vasquez; Andreas Koch; Stefano Forli; David Mobley,2019,,,0000-0002-1083-5533,0
10.26434/CHEMRXIV.8304578.V1,ChemPer: An Open Source Tool for Automatically Generating SMIRKS Patterns,Caitlin C. Bannan; David Mobley,2019,,,0000-0002-1083-5533,0
10.26434/CHEMRXIV.8259074.V1,D3R Grand Challenge 4: Ligand Similarity and MM-GBSA-Based Pose Prediction and Affinity Ranking for BACE-1 Inhibitors,Sukanya Sasmal; Léa El Khoury; David Mobley,2019,,,0000-0002-1083-5533,0
10.26434/CHEMRXIV.7199786.V3,Infinite Dilution Activity Coefficients as Constraints for Force Field Parameterization and Method Development,Guilherme Duarte Ramos Matos; Gaetano Calabró; David Mobley,2019,,,0000-0002-1083-5533,0
10.26434/CHEMRXIV.7184876.V2,Enhancing Sidechain Rotamer Sampling Using Non-Equilibrium Candidate Monte Carlo,Kalistyn H. Burley; Samuel C. Gill; Nathan M. Lim; David Mobley,2019,,,0000-0002-1083-5533,0
10.1093/NAR/GKY529,Structure of HIV TAR in complex with a Lab-Evolved RRM provides insight into duplex RNA recognition and synthesis of a constrained peptide that impairs transcription,Ivan A Belashov; David W Crawford; Chapin E Cavender; Peng Dai; Patrick C Beardslee; David H Mathews; Bradley L Pentelute; Brian R McNaughton; Joseph E Wedekind,2018,,,0000-0002-5899-7953,0
10.26434/CHEMRXIV.7247045.V1,QUBEKit: Automating the Derivation of Force Field Parameters from Quantum Mechanics,Joshua Horton; Alice Allen; Leela Dodda; Daniel Cole,2018,,,0000-0003-2933-0719,0
10.26434/CHEMRXIV.7199786.V2,Infinite Dilution Activity Coefficients as Constraints for Force Field Parameterization and Method Development,Guilherme Duarte Ramos Matos; Gaetano Calabró; David Mobley,2018,,,0000-0002-1083-5533,0
10.26434/CHEMRXIV.7199786.V1,Infinite Dilution Activity Coefficients as Constraints for Force Field Parameterization and Method Development,Guilherme Duarte Ramos Matos; Gaetano Calabró; David Mobley,2018,,,0000-0002-1083-5533,0
10.26434/CHEMRXIV.7184876.V1,Enhancing Sidechain Rotamer Sampling Using Non-Equilibrium Candidate Monte Carlo,Kalistyn H. Burley; Samuel C. Gill; Nathan M. Lim; David Mobley,2018,,,0000-0002-1083-5533,0
10.26434/CHEMRXIV.6241946.V1,Challenges of the Use of Atomistic Simulations to Predict Solubilities of Drug-like Molecules,Guilherme Duarte Ramos Matos; David Mobley,2018,,,0000-0002-1083-5533,0
10.26434/CHEMRXIV.5406907.V5,Binding Modes of Ligands Using Enhanced Sampling (BLUES): Rapid Decorrelation of Ligand Binding Modes Using Nonequilibrium Candidate Monte Carlo,Samuel Gill; Nathan M. Lim; Patrick Grinaway; Ariën S. Rustenburg; Josh Fass; Gregory Ross; John D. Chodera; David Mobley,2018,,,0000-0002-1083-5533,0
10.26434/CHEMRXIV.5851857.V1,Protein-Ligand Binding Enthalpies from Near-Millisecond Simulations: Analysis of a Preorganization Paradox,Amanda Li; Michael Gilson,2018,,,0000-0002-3375-1738,0
10.26434/CHEMRXIV.5406907.V4,Binding Modes of Ligands Using Enhanced Sampling (BLUES): Rapid Decorrelation of Ligand Binding Modes Using Nonequilibrium Candidate Monte Carlo,Samuel Gill; Nathan M. Lim; Patrick Grinaway; Ariën S. Rustenburg; Josh Fass; Gregory Ross; John D. Chodera; David Mobley,2017,,,0000-0002-1083-5533,0
10.26434/CHEMRXIV.5406907.V3,Binding Modes of Ligands Using Enhanced Sampling (BLUES): Rapid Decorrelation of Ligand Binding Modes Using Nonequilibrium Candidate Monte Carlo,Samuel Gill; Nathan M. Lim; Patrick Grinaway; Ariën S. Rustenburg; Josh Fass; Gregory Ross; John D. Chodera; David Mobley,2017,,,0000-0002-1083-5533,0
10.26434/CHEMRXIV.5406907.V2,Binding Modes of Ligands Using Enhanced Sampling (BLUES): Rapid Decorrelation of Ligand Binding Modes Using Nonequilibrium Candidate Monte Carlo,Samuel Gill; Nathan M. Lim; Patrick Grinaway; Ariën S. Rustenburg; Josh Fass; Gregory Ross; John D. Chodera; David Mobley,2017,,,0000-0002-1083-5533,0
10.26434/CHEMRXIV.5406907.V1,Binding Modes of Ligands Using Enhanced Sampling (BLUES): Rapid Decorrelation of Ligand Binding Modes Using Nonequilibrium Candidate Monte Carlo,Samuel Gill; Nathan M. Lim; Patrick Grinaway; Ariën S. Rustenburg; Josh Fass; Gregory Ross; John D. Chodera; David Mobley,2017,,,0000-0002-1083-5533,0
10.33011/LIVECOMS.1.1.2031,Why We Need the Living Journal of Computational Molecular Science,David Mobley; Michael Shirts; Daniel Zuckerman,2017,,,0000-0002-1083-5533; 0000-0003-3249-1097,0
10.1088/0953-8984/28/39/393001,Applications of large-scale density functional theory in biology,Daniel J Cole; Nicholas D M Hine,2016,,,0000-0003-2933-0719,0
10.1111/BPH.12536,Impact of intracellular domain flexibility upon properties of activated human 5‐<scp>HT</scp><sub>3</sub> receptors,J L Kozuska; I M Paulsen; W J Belfield; I L Martin; D J Cole; A Holt; S M J Dunn,2014,,,0000-0003-2933-0719,0
10.1007/S10822-014-9721-7,Interrogating HIV integrase for compounds that bind- a SAMPL challenge,Thomas S. Peat; Olan Dolezal; Janet Newman; David Mobley; John J. Deadman,2014,,,0000-0002-1083-5533,0
10.1088/0953-8984/25/15/152101,Electrostatic considerations affecting the calculated HOMO–LUMO gap in protein molecules,Greg Lever; Daniel J Cole; Nicholas D M Hine; Peter D Haynes; Mike C Payne,2013,,,0000-0003-2933-0719,0
10.1021/JM401002R,"Triazole–Dithiocarbamate Based Selective Lysine Specific Demethylase 1 (LSD1) Inactivators Inhibit Gastric Cancer Cell Growth, Invasion, and Migration",Yi-Chao Zheng; Ying-Chao Duan; Jin-Lian Ma; Rui-Min Xu; Xiaolin Zi; Wen-Lei Lv; Meng-Meng Wang; Xian-Wei Ye; Shun Zhu; David Mobley; Yan-Yan Zhu; Jun-Wei Wang; Jin-Feng Li; Zhi-Ru Wang; Wen Zhao; Hong-Min Liu,2013,,,0000-0002-1083-5533,0
10.1016/J.SBI.2011.01.011,Alchemical free energy methods for drug discovery: progress and challenges,John D Chodera; David L Mobley; Michael R Shirts; Richard W Dixon; Kim Branson; Vijay S Pande,2011,,,0000-0002-1083-5533; 0000-0003-3249-1097,0
10.1209/0295-5075/91/37004,Protein-protein interactions from linear-scaling first-principles quantum-mechanical calculations,D. J. Cole; C.-K. Skylaris; E. Rajendra; A. R. Venkitaraman; M. C. Payne,2010,,,0000-0003-2933-0719,0
10.1529/BIOPHYSJ.106.093468,A Mathematical Model of Glioblastoma Tumor Spheroid Invasion in a Three-Dimensional In Vitro Experiment,Andrew M. Stein; Tim Demuth; David Mobley; Michael Berens; Leonard M. Sander,2007,,,0000-0002-1083-5533; 0000-0002-1083-5533,0
10.1088/0953-8984/16/32/022,Hysteresis loops of Co–Pt perpendicular magnetic multilayers,D L Mobley; C R Pike; J E Davies; D L Cox; R R P Singh,2004,,,0000-0002-1083-5533,0
10.1016/S0022-2836(02)00888-4,Native-like Mean Structure in the Unfolded Ensemble of Small Proteins,Bojan Zagrovic; Christopher D Snow; Siraj Khaliq; Michael R Shirts; Vijay S Pande,2002,,,0000-0003-3249-1097,0
10.1126/SCIENCE.290.5498.1903,Screen Savers of the World Unite!,Michael Shirts; Vijay S. Pande,2000,,,0000-0003-3249-1097,0
